Date,Comment,Like,Dislike,Clean_comment,Comment_Lower,Summary_Tokenized,Comment_no_stopwords,Comments_stem,Sentiment score,Sentiment category
"Mar 11, 2018",(Deep Inhale) SO. PURE.,617,3,Deep Inhale SO PURE,deep inhale so pure,"['deep', 'inhale', 'so', 'pure']",deep inhale pure,deep inhale pur,0.0,neu
"Mar 11, 2018","eeepppp!! the way he calls her ""sweetness"" ... where can I get a Hades ??",480,1,eeepppp the way he calls her sweetness where can I get a Hades,eeepppp the way he calls her sweetness where can i get a hades,"['eeepppp', 'the', 'way', 'he', 'calls', 'her', 'sweetness', 'where', 'can', 'i', 'get', 'a', 'hades']",eeepppp way calls sweetness get hades,eeepppp way calls sweetness get had,0.4939,pos
"Mar 11, 2018",;-; hades is such a caring man for the title of the ruler of the underworld  Edit: thanks for all the comments and facts 👍🙌,447,1,hades is such a caring man for the title of the ruler of the underworld Edit thanks for all the comments and facts ,hades is such a caring man for the title of the ruler of the underworld edit thanks for all the comments and facts ,"['hades', 'is', 'such', 'a', 'caring', 'man', 'for', 'the', 'title', 'of', 'the', 'ruler', 'of', 'the', 'underworld', 'edit', 'thanks', 'for', 'all', 'the', 'comments', 'and', 'facts']",hades caring man title ruler underworld edit thanks comments facts,hades caring man title ruler underworld edit thanks comments fact,0.7269,pos
"Mar 11, 2018",omg i just noticed the little post it with a heart on her thigh when she was dead drunk 😂😂😂,343,1,omg i just noticed the little post it with a heart on her thigh when she was dead drunk ,omg i just noticed the little post it with a heart on her thigh when she was dead drunk ,"['omg', 'i', 'just', 'noticed', 'the', 'little', 'post', 'it', 'with', 'a', 'heart', 'on', 'her', 'thigh', 'when', 'she', 'was', 'dead', 'drunk']",omg noticed little post heart thigh dead drunk,omg noticed little post heart thigh dead drunk,-0.4173,neg
"Mar 11, 2018",KISSKISSFALLINLOVE,308,4,KISSKISSFALLINLOVE,kisskissfallinlove,['kisskissfallinlove'],kisskissfallinlove,kisskissfallinlov,0.0,neu
"Mar 11, 2018","Out of all the comics I've read on webtoon this one has to be the most visually interesting I've seen yet. Mainly in the use of color, line and value. The bright hues of the characters and how they stand out against the backgrounds as well as how they're used to identify and differentiate between the cast. All together it really makes for a dynamic look that's simultaneously striking and subtle. So glad I subbed to this series. 👍🙌🌟❤",301,0,Out of all the comics I ve read on webtoon this one has to be the most visually interesting I ve seen yet Mainly in the use of color line and value The bright hues of the characters and how they stand out against the backgrounds as well as how they re used to identify and differentiate between the cast All together it really makes for a dynamic look that s simultaneously striking and subtle So glad I subbed to this series ,out of all the comics i ve read on webtoon this one has to be the most visually interesting i ve seen yet mainly in the use of color line and value the bright hues of the characters and how they stand out against the backgrounds as well as how they re used to identify and differentiate between the cast all together it really makes for a dynamic look that s simultaneously striking and subtle so glad i subbed to this series ,"['out', 'of', 'all', 'the', 'comics', 'i', 've', 'read', 'on', 'webtoon', 'this', 'one', 'has', 'to', 'be', 'the', 'most', 'visually', 'interesting', 'i', 've', 'seen', 'yet', 'mainly', 'in', 'the', 'use', 'of', 'color', 'line', 'and', 'value', 'the', 'bright', 'hues', 'of', 'the', 'characters', 'and', 'how', 'they', 'stand', 'out', 'against', 'the', 'backgrounds', 'as', 'well', 'as', 'how', 'they', 're', 'used', 'to', 'identify', 'and', 'differentiate', 'between', 'the', 'cast', 'all', 'together', 'it', 'really', 'makes', 'for', 'a', 'dynamic', 'look', 'that', 's', 'simultaneously', 'striking', 'and', 'subtle', 'so', 'glad', 'i', 'subbed', 'to', 'this', 'series']",comics read webtoon one visually interesting seen yet mainly use color line value bright hues characters stand backgrounds well used identify differentiate cast together really makes dynamic look simultaneously striking subtle glad subbed series,comics read webtoon one visually interesting seen yet mainly use color line value bright hues characters stand backgrounds well used identify differentiate cast together really makes dynamic look simultaneously striking subtle glad subbed seri,0.9322,pos
"Mar 11, 2018",Eros’ complaints are literally me to myself everyday,249,0,Eros’ complaints are literally me to myself everyday,eros’ complaints are literally me to myself everyday,"['eros', '’', 'complaints', 'are', 'literally', 'me', 'to', 'myself', 'everyday']",eros ’ complaints literally everyday,eros ’ complaints literally everyday,-0.4019,neg
"Mar 11, 2018","I just...I’m gonna cry. You don’t know how much color means to me. I REALLY love colors, they’re just so pretty and the ship is so cute I love it so much.",230,0,I just I’m gonna cry You don’t know how much color means to me I REALLY love colors they’re just so pretty and the ship is so cute I love it so much,i just i’m gonna cry you don’t know how much color means to me i really love colors they’re just so pretty and the ship is so cute i love it so much,"['i', 'just', 'i', '’', 'm', 'gon', 'na', 'cry', 'you', 'don', '’', 't', 'know', 'how', 'much', 'color', 'means', 'to', 'me', 'i', 'really', 'love', 'colors', 'they', '’', 're', 'just', 'so', 'pretty', 'and', 'the', 'ship', 'is', 'so', 'cute', 'i', 'love', 'it', 'so', 'much']",’ gon na cry ’ know much color means really love colors ’ pretty ship cute love much,’ gon na cry ’ know much color means really love colors ’ pretty ship cute love much,0.9152,pos
"Mar 11, 2018","You know, for a person who was just orchestrating an orgy a few moments ago and is the god of sexual love, Eros is a pretty cool dude so far. He seems to not like doing this very much and thinks of Persephone with pure thoughts of her being an adorable cinnamon roll, which she clearly is. Only reason why he's really doing this is because it's his mom and because of his true love Phyche. I think he is now one of the best do far now",215,3,You know for a person who was just orchestrating an orgy a few moments ago and is the god of sexual love Eros is a pretty cool dude so far He seems to not like doing this very much and thinks of Persephone with pure thoughts of her being an adorable cinnamon roll which she clearly is Only reason why he s really doing this is because it s his mom and because of his true love Phyche I think he is now one of the best do far now,you know for a person who was just orchestrating an orgy a few moments ago and is the god of sexual love eros is a pretty cool dude so far he seems to not like doing this very much and thinks of persephone with pure thoughts of her being an adorable cinnamon roll which she clearly is only reason why he s really doing this is because it s his mom and because of his true love phyche i think he is now one of the best do far now,"['you', 'know', 'for', 'a', 'person', 'who', 'was', 'just', 'orchestrating', 'an', 'orgy', 'a', 'few', 'moments', 'ago', 'and', 'is', 'the', 'god', 'of', 'sexual', 'love', 'eros', 'is', 'a', 'pretty', 'cool', 'dude', 'so', 'far', 'he', 'seems', 'to', 'not', 'like', 'doing', 'this', 'very', 'much', 'and', 'thinks', 'of', 'persephone', 'with', 'pure', 'thoughts', 'of', 'her', 'being', 'an', 'adorable', 'cinnamon', 'roll', 'which', 'she', 'clearly', 'is', 'only', 'reason', 'why', 'he', 's', 'really', 'doing', 'this', 'is', 'because', 'it', 's', 'his', 'mom', 'and', 'because', 'of', 'his', 'true', 'love', 'phyche', 'i', 'think', 'he', 'is', 'now', 'one', 'of', 'the', 'best', 'do', 'far', 'now']",know person orchestrating orgy moments ago god sexual love eros pretty cool dude far seems like much thinks persephone pure thoughts adorable cinnamon roll clearly reason really mom true love phyche think one best far,know person orchestrating orgy moments ago god sexual love eros pretty cool dude far seems like much thinks persephone pure thoughts adorable cinnamon roll clearly reason really mom true love phyche think one best far,0.9848,pos
"Mar 11, 2018","Does anybody else imagine Hades having a deep, soft British accent? Or is it just me?",182,1,Does anybody else imagine Hades having a deep soft British accent Or is it just me,does anybody else imagine hades having a deep soft british accent or is it just me,"['does', 'anybody', 'else', 'imagine', 'hades', 'having', 'a', 'deep', 'soft', 'british', 'accent', 'or', 'is', 'it', 'just', 'me']",anybody else imagine hades deep soft british accent,anybody else imagine hades deep soft british acc,0.0,neu
"Mar 11, 2018","dammit, Aphrodite. dont be a thot.",147,2,dammit Aphrodite dont be a thot,dammit aphrodite dont be a thot,"['dammit', 'aphrodite', 'dont', 'be', 'a', 'thot']",dammit aphrodite dont thot,dammit aphrodite dont thot,0.0,neu
"Mar 18, 2018","""man how big is this place?"" me: How big is your hair???",186540,344,man how big is this place me How big is your hair,man how big is this place me how big is your hair,"['man', 'how', 'big', 'is', 'this', 'place', 'me', 'how', 'big', 'is', 'your', 'hair']",man big place big hair,man big place big hair,0.0,neu
"Mar 18, 2018",PERSEPHONE THICCCCCC LIKE Honestly,149747,1221,PERSEPHONE THICCCCCC LIKE Honestly,persephone thicccccc like honestly,"['persephone', 'thicccccc', 'like', 'honestly']",persephone thicccccc like honestly,persephone thicccccc like honestli,0.3612,pos
"Mar 18, 2018",Demeter needs to CHILL,103531,415,Demeter needs to CHILL,demeter needs to chill,"['demeter', 'needs', 'to', 'chill']",demeter needs chill,demeter needs chil,0.0,neu
"Mar 18, 2018",It's sad that the reason why Demeter was so protective over Persephone was because Demeter was raped by Zues and so Demeter was so violently over bearing with Persephone because she never wanted that to happen to her,4764,12,It s sad that the reason why Demeter was so protective over Persephone was because Demeter was raped by Zues and so Demeter was so violently over bearing with Persephone because she never wanted that to happen to her,it s sad that the reason why demeter was so protective over persephone was because demeter was raped by zues and so demeter was so violently over bearing with persephone because she never wanted that to happen to her,"['it', 's', 'sad', 'that', 'the', 'reason', 'why', 'demeter', 'was', 'so', 'protective', 'over', 'persephone', 'was', 'because', 'demeter', 'was', 'raped', 'by', 'zues', 'and', 'so', 'demeter', 'was', 'so', 'violently', 'over', 'bearing', 'with', 'persephone', 'because', 'she', 'never', 'wanted', 'that', 'to', 'happen', 'to', 'her']",sad reason demeter protective persephone demeter raped zues demeter violently bearing persephone never wanted happen,sad reason demeter protective persephone demeter raped zues demeter violently bearing persephone never wanted happen,-0.91,neg
"Mar 18, 2018",'time to make a swift exit' *proceeds to get lost *,2605,2,time to make a swift exit proceeds to get lost,time to make a swift exit proceeds to get lost,"['time', 'to', 'make', 'a', 'swift', 'exit', 'proceeds', 'to', 'get', 'lost']",time make swift exit proceeds get lost,time make swift exit proceeds get lost,-0.128,neg
"Mar 18, 2018",IS ANYONE GOING TO TALK ABOUT HOW HER HAIR WENT FROM A PIXIE CUT TO RAPUNZEL HAIR?!?!?!?!?!,2354,5,IS ANYONE GOING TO TALK ABOUT HOW HER HAIR WENT FROM A PIXIE CUT TO RAPUNZEL HAIR,is anyone going to talk about how her hair went from a pixie cut to rapunzel hair,"['is', 'anyone', 'going', 'to', 'talk', 'about', 'how', 'her', 'hair', 'went', 'from', 'a', 'pixie', 'cut', 'to', 'rapunzel', 'hair']",anyone going talk hair went pixie cut rapunzel hair,anyone going talk hair went pixie cut rapunzel hair,-0.2732,neg
"Mar 18, 2018",Is It Just Me or Was That Like Super Sexy The Way He Came Up Behind Her 😍😍,1498,18,Is It Just Me or Was That Like Super Sexy The Way He Came Up Behind Her ,is it just me or was that like super sexy the way he came up behind her ,"['is', 'it', 'just', 'me', 'or', 'was', 'that', 'like', 'super', 'sexy', 'the', 'way', 'he', 'came', 'up', 'behind', 'her']",like super sexy way came behind,like super sexy way came behind,0.8689,pos
"Mar 18, 2018",I got so scared when it turned all red 😨,841,3,I got so scared when it turned all red ,i got so scared when it turned all red ,"['i', 'got', 'so', 'scared', 'when', 'it', 'turned', 'all', 'red']",got scared turned red,got scared turned r,-0.4404,neg
"Mar 18, 2018",I am officially referring to Persephone and Hades as Persades!!! who's with me?!,831,17,I am officially referring to Persephone and Hades as Persades who s with me,i am officially referring to persephone and hades as persades who s with me,"['i', 'am', 'officially', 'referring', 'to', 'persephone', 'and', 'hades', 'as', 'persades', 'who', 's', 'with', 'me']",officially referring persephone hades persades,officially referring persephone hades persad,0.0,neu
"Mar 18, 2018",PERSEPHONE WHAT IS YOUR POSTURE,727,2,PERSEPHONE WHAT IS YOUR POSTURE,persephone what is your posture,"['persephone', 'what', 'is', 'your', 'posture']",persephone posture,persephone postur,0.0,neu
"Mar 18, 2018",when you go from reading Percy Jackson to reading Lore Olympus😍,682,9,when you go from reading Percy Jackson to reading Lore Olympus,when you go from reading percy jackson to reading lore olympus,"['when', 'you', 'go', 'from', 'reading', 'percy', 'jackson', 'to', 'reading', 'lore', 'olympus']",go reading percy jackson reading lore olympus,go reading percy jackson reading lore olympu,0.0,neu
"Mar 18, 2018",Did he follow her hair to find her???,544,1,Did he follow her hair to find her,did he follow her hair to find her,"['did', 'he', 'follow', 'her', 'hair', 'to', 'find', 'her']",follow hair find,follow hair find,0.0,neu
"Mar 18, 2018",For a second there is Persephone's dream was a flashback and i was just like DANG I KNEW DEMETER WAS PROTECTIVE BUT HOLY SHITE!,383,1,For a second there is Persephone s dream was a flashback and i was just like DANG I KNEW DEMETER WAS PROTECTIVE BUT HOLY SHITE,for a second there is persephone s dream was a flashback and i was just like dang i knew demeter was protective but holy shite,"['for', 'a', 'second', 'there', 'is', 'persephone', 's', 'dream', 'was', 'a', 'flashback', 'and', 'i', 'was', 'just', 'like', 'dang', 'i', 'knew', 'demeter', 'was', 'protective', 'but', 'holy', 'shite']",second persephone dream flashback like dang knew demeter protective holy shite,second persephone dream flashback like dang knew demeter protective holy shit,-0.0258,neu
"Mar 18, 2018","Why, hello tall, dark, and handsome.",314,2,Why hello tall dark and handsome,why hello tall dark and handsome,"['why', 'hello', 'tall', 'dark', 'and', 'handsome']",hello tall dark handsome,hello tall dark handsom,0.0,neu
"Mar 18, 2018",I’m obsessed with this webtoon😝,239,4,I’m obsessed with this webtoon,i’m obsessed with this webtoon,"['i', '’', 'm', 'obsessed', 'with', 'this', 'webtoon']",’ obsessed webtoon,’ obsessed webtoon,-0.1779,neg
"Mar 18, 2018",I have a quick question what ungodly powers are y'all using to comment first,221,4,I have a quick question what ungodly powers are y all using to comment first,i have a quick question what ungodly powers are y all using to comment first,"['i', 'have', 'a', 'quick', 'question', 'what', 'ungodly', 'powers', 'are', 'y', 'all', 'using', 'to', 'comment', 'first']",quick question ungodly powers using comment first,quick question ungodly powers using comment first,0.0,neu
"Mar 18, 2018",And so it begins *grabs popcorn*,194,1,And so it begins grabs popcorn,and so it begins grabs popcorn,"['and', 'so', 'it', 'begins', 'grabs', 'popcorn']",begins grabs popcorn,begins grabs popcorn,0.0,neu
"Mar 18, 2018","*sees cute animal in other persons house* ""heyah buddy!"" *animal growls* *sheds tear*",174,2,sees cute animal in other persons house heyah buddy animal growls sheds tear,sees cute animal in other persons house heyah buddy animal growls sheds tear,"['sees', 'cute', 'animal', 'in', 'other', 'persons', 'house', 'heyah', 'buddy', 'animal', 'growls', 'sheds', 'tear']",sees cute animal persons house heyah buddy animal growls sheds tear,sees cute animal persons house heyah buddy animal growls sheds tear,0.4588,pos
"Mar 18, 2018",their height difference kills me💕😢,169,2,their height difference kills me,their height difference kills me,"['their', 'height', 'difference', 'kills', 'me']",height difference kills,height difference kil,0.0,neu
"Mar 18, 2018",Percy Jackson fans where y'all at?,155,7,Percy Jackson fans where y all at,percy jackson fans where y all at,"['percy', 'jackson', 'fans', 'where', 'y', 'all', 'at']",percy jackson fans,percy jackson fan,0.3182,pos
"Mar 18, 2018",honestly I'm still wondering how she can wear that dress without it just exposing everything like WTH...,127,2,honestly I m still wondering how she can wear that dress without it just exposing everything like WTH,honestly i m still wondering how she can wear that dress without it just exposing everything like wth,"['honestly', 'i', 'm', 'still', 'wondering', 'how', 'she', 'can', 'wear', 'that', 'dress', 'without', 'it', 'just', 'exposing', 'everything', 'like', 'wth']",honestly still wondering wear dress without exposing everything like wth,honestly still wondering wear dress without exposing everything like wth,-0.1769,neg
"Mar 18, 2018",can you spell S H I P???,109,3,can you spell S H I P,can you spell s h i p,"['can', 'you', 'spell', 's', 'h', 'i', 'p']",spell h p,spell h p,0.0,neu
"Mar 18, 2018",Tangled but its Persephone,94,0,Tangled but its Persephone,tangled but its persephone,"['tangled', 'but', 'its', 'persephone']",tangled persephone,tangled persephon,0.0,neu
"Mar 25, 2018","Proof that Persephone is even more of a cinnamonroll: she can tame Cerberus, one of the most terrifying gatekeepers of the Underworld. 😂",158180,292,Proof that Persephone is even more of a cinnamonroll she can tame Cerberus one of the most terrifying gatekeepers of the Underworld ,proof that persephone is even more of a cinnamonroll she can tame cerberus one of the most terrifying gatekeepers of the underworld ,"['proof', 'that', 'persephone', 'is', 'even', 'more', 'of', 'a', 'cinnamonroll', 'she', 'can', 'tame', 'cerberus', 'one', 'of', 'the', 'most', 'terrifying', 'gatekeepers', 'of', 'the', 'underworld']",proof persephone even cinnamonroll tame cerberus one terrifying gatekeepers underworld,proof persephone even cinnamonroll tame cerberus one terrifying gatekeepers underworld,-0.5719,neg
"Mar 25, 2018","she got so flustered by her connection with hades , a flower crown popped up 😂",134842,262,she got so flustered by her connection with hades a flower crown popped up ,she got so flustered by her connection with hades a flower crown popped up ,"['she', 'got', 'so', 'flustered', 'by', 'her', 'connection', 'with', 'hades', 'a', 'flower', 'crown', 'popped', 'up']",got flustered connection hades flower crown popped,got flustered connection hades flower crown pop,-0.25,neg
"Mar 25, 2018",Okay but Persephone just looks so fluffy and adorable with the clothes he gave her..,112364,312,Okay but Persephone just looks so fluffy and adorable with the clothes he gave her,okay but persephone just looks so fluffy and adorable with the clothes he gave her,"['okay', 'but', 'persephone', 'just', 'looks', 'so', 'fluffy', 'and', 'adorable', 'with', 'the', 'clothes', 'he', 'gave', 'her']",okay persephone looks fluffy adorable clothes gave,okay persephone looks fluffy adorable clothes gav,0.6249,pos
"Mar 25, 2018",You look sufficient. OKAY QTIP,2818,2,You look sufficient OKAY QTIP,you look sufficient okay qtip,"['you', 'look', 'sufficient', 'okay', 'qtip']",look sufficient okay qtip,look sufficient okay qtip,0.2263,pos
"Mar 25, 2018",cerberus: 1 hades: 0,2461,4,cerberus 1 hades 0,cerberus 1 hades 0,"['cerberus', '1', 'hades', '0']",cerberus 1 hades 0,cerberus 1 hades 0,0.0,neu
"Mar 25, 2018",“it’s not like i’m going to wear it” ...i want to see him wear the coat now.,2137,4,“it’s not like i’m going to wear it” i want to see him wear the coat now,“it’s not like i’m going to wear it” i want to see him wear the coat now,"['“', 'it', '’', 's', 'not', 'like', 'i', '’', 'm', 'going', 'to', 'wear', 'it', '”', 'i', 'want', 'to', 'see', 'him', 'wear', 'the', 'coat', 'now']",“ ’ like ’ going wear ” want see wear coat,“ ’ like ’ going wear ” want see wear coat,0.4215,pos
"Mar 25, 2018",first of all DAMN HADES U LOOKIN FINE. second PERSEPHONE OMG GURL U LOOKIN GOOD IN THAT SWEATER/FLOOFY JACKET,1303,3,first of all DAMN HADES U LOOKIN FINE second PERSEPHONE OMG GURL U LOOKIN GOOD IN THAT SWEATER FLOOFY JACKET,first of all damn hades u lookin fine second persephone omg gurl u lookin good in that sweater floofy jacket,"['first', 'of', 'all', 'damn', 'hades', 'u', 'lookin', 'fine', 'second', 'persephone', 'omg', 'gurl', 'u', 'lookin', 'good', 'in', 'that', 'sweater', 'floofy', 'jacket']",first damn hades u lookin fine second persephone omg gurl u lookin good sweater floofy jacket,first damn hades u lookin fine second persephone omg gurl u lookin good sweater floofy jacket,0.25,pos
"Mar 25, 2018",Does the flower crown respresent Persophone being turned on?,982,8,Does the flower crown respresent Persophone being turned on,does the flower crown respresent persophone being turned on,"['does', 'the', 'flower', 'crown', 'respresent', 'persophone', 'being', 'turned', 'on']",flower crown respresent persophone turned,flower crown respresent persophone turn,0.0,neu
"Mar 25, 2018",When you get so nervous around your crush that you turn into a Snapchat filter,819,1,When you get so nervous around your crush that you turn into a Snapchat filter,when you get so nervous around your crush that you turn into a snapchat filter,"['when', 'you', 'get', 'so', 'nervous', 'around', 'your', 'crush', 'that', 'you', 'turn', 'into', 'a', 'snapchat', 'filter']",get nervous around crush turn snapchat filter,get nervous around crush turn snapchat filt,-0.4019,neg
"Mar 25, 2018",sh*t sh*t sh*t is what I do when my report card comes in,773,1,sh t sh t sh t is what I do when my report card comes in,sh t sh t sh t is what i do when my report card comes in,"['sh', 't', 'sh', 't', 'sh', 't', 'is', 'what', 'i', 'do', 'when', 'my', 'report', 'card', 'comes', 'in']",sh sh sh report card comes,sh sh sh report card com,0.0,neu
"Mar 25, 2018","I love how Persephone doesn’t even ask how she got there, or why for that matter 😂",605,3,I love how Persephone doesn’t even ask how she got there or why for that matter ,i love how persephone doesn’t even ask how she got there or why for that matter ,"['i', 'love', 'how', 'persephone', 'doesn', '’', 't', 'even', 'ask', 'how', 'she', 'got', 'there', 'or', 'why', 'for', 'that', 'matter']",love persephone ’ even ask got matter,love persephone ’ even ask got matt,0.6369,pos
"Mar 25, 2018",Look at Persephone just so chill that she woke up in the underworld and was tended to by the God of death.😎Hades you the man.,560,1,Look at Persephone just so chill that she woke up in the underworld and was tended to by the God of death Hades you the man,look at persephone just so chill that she woke up in the underworld and was tended to by the god of death hades you the man,"['look', 'at', 'persephone', 'just', 'so', 'chill', 'that', 'she', 'woke', 'up', 'in', 'the', 'underworld', 'and', 'was', 'tended', 'to', 'by', 'the', 'god', 'of', 'death', 'hades', 'you', 'the', 'man']",look persephone chill woke underworld tended god death hades man,look persephone chill woke underworld tended god death hades man,-0.4215,neg
"Mar 25, 2018",I wish that I could grow a flower crown and become 10000000x cuter when I talk to a hot guy. Instead I say every stupid thing possible and sweat profusely.,472,0,I wish that I could grow a flower crown and become 10000000x cuter when I talk to a hot guy Instead I say every stupid thing possible and sweat profusely,i wish that i could grow a flower crown and become 10000000x cuter when i talk to a hot guy instead i say every stupid thing possible and sweat profusely,"['i', 'wish', 'that', 'i', 'could', 'grow', 'a', 'flower', 'crown', 'and', 'become', '10000000x', 'cuter', 'when', 'i', 'talk', 'to', 'a', 'hot', 'guy', 'instead', 'i', 'say', 'every', 'stupid', 'thing', 'possible', 'and', 'sweat', 'profusely']",wish could grow flower crown become 10000000x cuter talk hot guy instead say every stupid thing possible sweat profusely,wish could grow flower crown become 10000000x cuter talk hot guy instead say every stupid thing possible sweat profus,0.3818,pos
"Mar 25, 2018",When your ex calls while you're with your boo,361,0,When your ex calls while you re with your boo,when your ex calls while you re with your boo,"['when', 'your', 'ex', 'calls', 'while', 'you', 're', 'with', 'your', 'boo']",ex calls boo,ex calls boo,0.0,neu
"Mar 25, 2018",THE COLORS. WHENEVER I SEE THAT SHADE OF BLUE I THINK OF HADES.,276,0,THE COLORS WHENEVER I SEE THAT SHADE OF BLUE I THINK OF HADES,the colors whenever i see that shade of blue i think of hades,"['the', 'colors', 'whenever', 'i', 'see', 'that', 'shade', 'of', 'blue', 'i', 'think', 'of', 'hades']",colors whenever see shade blue think hades,colors whenever see shade blue think had,0.0,neu
"Mar 25, 2018","""Shit shit shit shit shit!"" Hades is a pretty big mood this chapter",267,1,Shit shit shit shit shit Hades is a pretty big mood this chapter,shit shit shit shit shit hades is a pretty big mood this chapter,"['shit', 'shit', 'shit', 'shit', 'shit', 'hades', 'is', 'a', 'pretty', 'big', 'mood', 'this', 'chapter']",shit shit shit shit shit hades pretty big mood chapter,shit shit shit shit shit hades pretty big mood chapt,-0.9413,neg
"Mar 25, 2018","Does Cerberus changes it's size at will? In a panel it was huge and then, in other was like any other dog. Also, Cerberus it's super duper cute. Just like it's master. 😄😊",238,0,Does Cerberus changes it s size at will In a panel it was huge and then in other was like any other dog Also Cerberus it s super duper cute Just like it s master ,does cerberus changes it s size at will in a panel it was huge and then in other was like any other dog also cerberus it s super duper cute just like it s master ,"['does', 'cerberus', 'changes', 'it', 's', 'size', 'at', 'will', 'in', 'a', 'panel', 'it', 'was', 'huge', 'and', 'then', 'in', 'other', 'was', 'like', 'any', 'other', 'dog', 'also', 'cerberus', 'it', 's', 'super', 'duper', 'cute', 'just', 'like', 'it', 's', 'master']",cerberus changes size panel huge like dog also cerberus super duper cute like master,cerberus changes size panel huge like dog also cerberus super duper cute like mast,0.9217,pos
"Mar 25, 2018",Hades is jealous of the Cerberus but I'm jealous of Persephone. I want to pet the dog too!!!!,205,0,Hades is jealous of the Cerberus but I m jealous of Persephone I want to pet the dog too,hades is jealous of the cerberus but i m jealous of persephone i want to pet the dog too,"['hades', 'is', 'jealous', 'of', 'the', 'cerberus', 'but', 'i', 'm', 'jealous', 'of', 'persephone', 'i', 'want', 'to', 'pet', 'the', 'dog', 'too']",hades jealous cerberus jealous persephone want pet dog,hades jealous cerberus jealous persephone want pet dog,-0.6908,neg
"Mar 25, 2018",🎶Kiss kiss fall in love🎶,177,3,Kiss kiss fall in love,kiss kiss fall in love,"['kiss', 'kiss', 'fall', 'in', 'love']",kiss kiss fall love,kiss kiss fall lov,0.6808,pos
"Mar 25, 2018","Hades, your gold digging nymph is calling.",170,2,Hades your gold digging nymph is calling,hades your gold digging nymph is calling,"['hades', 'your', 'gold', 'digging', 'nymph', 'is', 'calling']",hades gold digging nymph calling,hades gold digging nymph cal,0.0,neu
"Mar 25, 2018","Hades: ""You look..."" Gorgeous, radiant, beautiful, stunning. ""Sufficient.""  Everyone else: *Face palm*",149,0,Hades You look Gorgeous radiant beautiful stunning Sufficient Everyone else Face palm,hades you look gorgeous radiant beautiful stunning sufficient everyone else face palm,"['hades', 'you', 'look', 'gorgeous', 'radiant', 'beautiful', 'stunning', 'sufficient', 'everyone', 'else', 'face', 'palm']",hades look gorgeous radiant beautiful stunning sufficient everyone else face palm,hades look gorgeous radiant beautiful stunning sufficient everyone else face palm,0.9274,pos
"Mar 25, 2018",she looks like she's covered in cotten candy,126,0,she looks like she s covered in cotten candy,she looks like she s covered in cotten candy,"['she', 'looks', 'like', 'she', 's', 'covered', 'in', 'cotten', 'candy']",looks like covered cotten candy,looks like covered cotten candi,0.3612,pos
"Mar 25, 2018","Oh my Gods! that ""wait a second. Shiiiiit. Shit shit shit"" had me laughing sooo bad... and at the same time so AWWWW he is worried about her. Cerberus face when she scratches his chin.. ""lets just say i can see Hades getting jelous. I just loved those glances they give each other like trying to understand the conection they are feeling. So new and exiting. SOOO cant not wait another week for a new episode. Damn cliffhangers more",114,0,Oh my Gods that wait a second Shiiiiit Shit shit shit had me laughing sooo bad and at the same time so AWWWW he is worried about her Cerberus face when she scratches his chin lets just say i can see Hades getting jelous I just loved those glances they give each other like trying to understand the conection they are feeling So new and exiting SOOO cant not wait another week for a new episode Damn cliffhangers more,oh my gods that wait a second shiiiiit shit shit shit had me laughing sooo bad and at the same time so awwww he is worried about her cerberus face when she scratches his chin lets just say i can see hades getting jelous i just loved those glances they give each other like trying to understand the conection they are feeling so new and exiting sooo cant not wait another week for a new episode damn cliffhangers more,"['oh', 'my', 'gods', 'that', 'wait', 'a', 'second', 'shiiiiit', 'shit', 'shit', 'shit', 'had', 'me', 'laughing', 'sooo', 'bad', 'and', 'at', 'the', 'same', 'time', 'so', 'awwww', 'he', 'is', 'worried', 'about', 'her', 'cerberus', 'face', 'when', 'she', 'scratches', 'his', 'chin', 'lets', 'just', 'say', 'i', 'can', 'see', 'hades', 'getting', 'jelous', 'i', 'just', 'loved', 'those', 'glances', 'they', 'give', 'each', 'other', 'like', 'trying', 'to', 'understand', 'the', 'conection', 'they', 'are', 'feeling', 'so', 'new', 'and', 'exiting', 'sooo', 'cant', 'not', 'wait', 'another', 'week', 'for', 'a', 'new', 'episode', 'damn', 'cliffhangers', 'more']",oh gods wait second shiiiiit shit shit shit laughing sooo bad time awwww worried cerberus face scratches chin lets say see hades getting jelous loved glances give like trying understand conection feeling new exiting sooo cant wait another week new episode damn cliffhangers,oh gods wait second shiiiiit shit shit shit laughing sooo bad time awwww worried cerberus face scratches chin lets say see hades getting jelous loved glances give like trying understand conection feeling new exiting sooo cant wait another week new episode damn cliffhang,-0.8442,neg
